Location,Movie Name,Timing,Href,Genre,Language,Rating,Runtime,Opening,Occupied Regular,Not Occupied Regular,Occupied Couple,Not Occupied Couple,Occupied Wheelchair,Not Occupied Wheelchair,Occupied Wave,Not Occupied Wave,Total Occupied,Total Not Occupied
Causeway Point,Ne-Zha-2-PG13,2025-03-09T14:00:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154331,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,98,28,54,0,0,2,0,0,152,30
JEM,Ne-Zha-2-PG13,2025-03-09T14:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201727,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,146,28,36,0,0,1,0,0,182,29
Downtown East,Ne-Zha-2-PG13,2025-03-09T14:15:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118031,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,40,96,20,22,0,2,0,0,60,120
Causeway Point,In-the-Lost-Lands-NC16,2025-03-09T14:15:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154325,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,5,121,12,42,0,2,0,0,17,165
Causeway Point,Papa-M18,2025-03-09T14:30:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154337,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,12,120,8,26,0,0,0,0,20,146
Century Square,Ne-Zha-2-PG13,2025-03-09T14:40:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13207,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,51,49,10,0,0,2,0,4,61,55
Clementi 321,Ne-Zha-2-PG13,2025-03-09T14:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5906,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,53,13,18,0,0,2,0,0,71,15
Clementi 321,Nosferatu-M18,2025-03-09T14:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5988,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,9,39,2,10,0,2,0,0,11,51
Clementi 321,Ne-Zha-2-PG13,2025-03-09T15:00:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5983,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,10,12,0,0,2,0,0,50,12
Downtown East,Ne-Zha-2-PG13,2025-03-09T15:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118033,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,86,24,20,0,2,0,0,62,108
JEM,Ne-Zha-2-PG13,2025-03-09T15:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201623,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Causeway Point,Ne-Zha-2-PG13,2025-03-09T15:10:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154184,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,128,74,42,0,0,2,0,0,170,76
Clementi 321,In-the-Lost-Lands-NC16,2025-03-09T15:15:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5992,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,2,60,4,16,0,2,0,0,6,78
Century Square,Ne-Zha-2-PG13,2025-03-09T15:20:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13190,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,57,43,4,0,0,2,2,2,63,47
Downtown East,In-the-Lost-Lands-NC16,2025-03-09T15:30:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118032,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,4,64,4,36,0,1,0,0,8,101
Causeway Point,Ne-Zha-2-PG13,2025-03-09T15:40:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154195,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,77,67,44,0,0,0,0,0,121,67
Clementi 321,Ne-Zha-2-PG13,2025-03-09T15:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5904,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,88,34,0,0,0,2,0,0,88,36
Downtown East,Ne-Zha-2-PG13,2025-03-09T15:45:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118047,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,35,61,20,20,0,1,0,0,55,82
JEM,Ne-Zha-2-PG13,2025-03-09T15:45:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201781,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,163,11,36,0,0,1,0,0,199,12
Century Square,Ne-Zha-2-PG13,2025-03-09T15:50:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13199,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,53,47,10,0,0,2,0,4,63,53
JEM,Ex-Ex-Lovers-PG13,2025-03-09T15:50:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201879,"Romance, Comedy",Tagalog,"PG13, Some Coarse Language",107 mins,06 Mar 2025,3,123,6,26,0,0,0,0,9,149
Downtown East,Ne-Zha-2-PG13,2025-03-09T16:20:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118034,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,54,122,24,26,0,2,0,0,78,150
Century Square,Mickey-17-M18,2025-03-09T16:30:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13185,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,9,89,2,2,0,2,0,4,11,97
Century Square,In-the-Lost-Lands-NC16,2025-03-09T16:40:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13203,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,2,98,0,10,0,2,0,4,2,114
Clementi 321,Ne-Zha-2-PG13,2025-03-09T16:45:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5901,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,38,10,12,0,0,2,0,0,50,12
Causeway Point,Ne-Zha-2-PG13,2025-03-09T16:50:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154329,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,77,49,54,0,0,2,0,0,131,51
Century Square,Ne-Zha-2-PG13,2025-03-09T17:00:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13195,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,55,43,4,0,0,2,0,4,59,49
JEM,Ne-Zha-2-PG13,2025-03-09T17:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201728,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,127,47,36,0,0,1,0,0,163,48
Causeway Point,Mickey-17-M18,2025-03-09T17:00:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154343,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,5,124,16,14,0,0,0,0,21,138
Downtown East,Nosferatu-M18,2025-03-09T17:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118035,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,1,121,8,34,0,2,0,0,9,157
Clementi 321,Creation-of-the-Gods-II-Demon-Force-PG13,2025-03-09T17:00:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5985,"Fantasy, Action, War",Mandarin,"PG13, Some Violence",145 mins,29 Jan 2025,12,50,14,6,0,2,0,0,26,58
Clementi 321,Ne-Zha-2-PG13,2025-03-09T17:15:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5898,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,54,20,20,0,0,2,0,0,74,22
Causeway Point,Ne-Zha-2-PG13,2025-03-09T17:20:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154332,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,73,53,50,4,0,2,0,0,123,59
Downtown East,Ne-Zha-2-PG13,2025-03-09T17:30:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118037,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,26,110,22,20,0,2,0,0,48,132
JEM,Ne-Zha-2-PG13,2025-03-09T17:30:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201689,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,130,44,34,2,0,1,0,0,164,47
Clementi 321,Papa-M18,2025-03-09T17:30:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5990,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,0,48,4,8,0,2,0,0,4,58
Causeway Point,Nosferatu-M18,2025-03-09T17:30:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154338,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,3,129,10,24,0,0,0,0,13,153
Clementi 321,Mickey-17-M18,2025-03-09T17:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5993,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Clementi 321,Ne-Zha-2-PG13,2025-03-09T17:50:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5907,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,41,25,16,2,0,2,0,0,57,29
JEM,Ne-Zha-2-PG13,2025-03-09T18:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201624,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Downtown East,Mickey-17-M18,2025-03-09T18:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118036,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,5,63,4,36,0,1,0,0,9,100
Century Square,Papa-M18,2025-03-09T18:00:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13208,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,1,99,0,10,0,2,0,4,1,115
Causeway Point,Ne-Zha-2-PG13,2025-03-09T18:15:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154185,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,114,88,34,8,0,2,0,0,148,98
JEM,Ne-Zha-2-PG13,2025-03-09T18:15:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201816,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,123,95,60,4,0,1,0,0,183,100
Downtown East,Dragon-Tamil-PG13,2025-03-09T18:15:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118038,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,5,119,8,36,0,2,0,0,13,157
JEM,Papa-M18,2025-03-09T18:20:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201862,Drama,Mandarin,"M18, Sexual Scene and Some Coarse Language",130 mins,01 Feb 2025,5,121,8,24,0,0,0,0,13,145
Century Square,Ne-Zha-2-PG13,2025-03-09T18:30:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13191,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,43,57,4,0,0,2,0,4,47,63
Clementi 321,Ne-Zha-2-PG13,2025-03-09T18:30:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5984,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,27,21,12,0,0,2,0,0,39,23
JEM,Mickey-17-M18,2025-03-09T18:30:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201838,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,23,61,22,2,0,0,0,0,45,63
Causeway Point,Ne-Zha-2-PG13,2025-03-09T18:45:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154196,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
JEM,Ne-Zha-2-PG13,2025-03-09T18:45:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201782,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,91,83,32,4,0,1,0,0,123,88
Clementi 321,Ne-Zha-2-PG13,2025-03-09T19:00:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5905,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,63,59,0,0,0,2,0,0,63,61
Downtown East,Ne-Zha-2-PG13,2025-03-09T19:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118048,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,23,73,20,20,0,1,0,0,43,94
JEM,Ne-Zha-2-PG13,2025-03-09T19:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201659,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Century Square,Mobile-Suit-Gundam-GQuuuuuuX--Beginning-PG13,2025-03-09T19:00:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13211,"Anime, Action, Sci-Fi",Japanese,"PG13, Brief Nudity and Battle Scenes",82 mins,27 Feb 2025,6,94,2,8,0,2,0,4,8,108
Causeway Point,Ne-Zha-2-PG13,2025-03-09T19:15:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154190,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,66,78,44,0,0,2,0,0,110,80
Century Square,Ne-Zha-2-PG13,2025-03-09T19:15:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13204,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,32,68,10,0,0,2,2,2,44,72
JEM,Ne-Zha-2-PG13,2025-03-09T19:15:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201763,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,64,62,22,10,0,0,0,0,86,72
Clementi 321,Ne-Zha-2-PG13,2025-03-09T19:30:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5979,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Downtown East,Ne-Zha-2-PG13,2025-03-09T19:30:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118039,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,36,140,2,48,0,2,0,0,38,190
JEM,Ne-Zha-2-PG13,2025-03-09T19:30:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201927,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,49,77,26,6,0,0,0,0,75,83
Century Square,Ex-Ex-Lovers-PG13,2025-03-09T19:30:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13186,"Romance, Comedy",Tagalog,"PG13, Some Coarse Language",107 mins,06 Mar 2025,7,91,0,4,0,2,0,4,7,101
Clementi 321,Ne-Zha-2-PG13,2025-03-09T20:00:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5835,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,22,26,6,6,0,2,0,0,28,34
Clementi 321,Ne-Zha-2-PG13,2025-03-09T20:00:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5902,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,20,28,12,0,0,2,0,0,32,30
Downtown East,Ne-Zha-2-PG13,2025-03-09T20:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118040,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,4,118,10,32,0,2,0,0,14,152
JEM,Ne-Zha-2-PG13,2025-03-09T20:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201729,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,68,106,28,8,0,1,0,0,96,115
Causeway Point,Dragon-Tamil-PG13,2025-03-09T20:00:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154344,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,11,118,12,18,0,0,0,0,23,136
Causeway Point,Ne-Zha-2-PG13,2025-03-09T20:15:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154326,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,45,81,50,4,0,2,0,0,95,87
Century Square,Ne-Zha-2-PG13,2025-03-09T20:15:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13196,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,21,77,2,2,0,2,0,4,23,85
Clementi 321,Dragon-Tamil-PG13,2025-03-09T20:15:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5986,Comedy,Tamil,"PG13, Some Coarse Language",154 mins,21 Feb 2025,5,57,4,16,0,2,0,0,9,75
Clementi 321,Ne-Zha-2-PG13,2025-03-09T20:30:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5899,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
JEM,Ne-Zha-2-PG13,2025-03-09T20:30:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201690,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,35,139,18,18,0,1,0,0,53,158
Causeway Point,Ex-Ex-Lovers-PG13,2025-03-09T20:30:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154339,"Romance, Comedy",Tagalog,"PG13, Some Coarse Language",107 mins,06 Mar 2025,0,132,0,34,0,0,0,0,0,166
Clementi 321,Mickey-17-M18,2025-03-09T20:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5997,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,1,61,8,12,0,2,0,0,9,75
Clementi 321,Nosferatu-M18,2025-03-09T20:40:00,https://www.cathaycineplexes.com.sg/ticketing/1114/5989,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,13,35,6,6,0,2,0,0,19,43
Causeway Point,Ne-Zha-2-PG13,2025-03-09T20:45:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154333,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,31,95,24,30,0,2,0,0,55,127
Downtown East,Ne-Zha-2-PG13,2025-03-09T20:45:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118042,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,136,2,40,0,2,0,0,2,178
JEM,Ne-Zha-2-PG13,2025-03-09T21:15:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201817,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,16,202,16,48,0,1,0,0,32,251
Century Square,Ne-Zha-2-PG13,2025-03-09T21:25:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13200,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,5,95,2,8,0,2,0,4,7,109
Century Square,Ne-Zha-2-PG13,2025-03-09T21:50:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13192,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,1,99,0,4,0,2,0,4,1,109
Causeway Point,Ne-Zha-2-PG13,2025-03-09T22:00:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154197,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,8,136,10,34,0,0,0,0,18,170
Downtown East,Ne-Zha-2-PG13,2025-03-09T22:00:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118049,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,96,2,38,0,1,0,0,2,135
JEM,Ne-Zha-2-PG13,2025-03-09T22:00:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201660,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,2,6,16,0,0,0,0,6,18
Century Square,Mickey-17-M18,2025-03-09T22:00:00,https://www.cathaycineplexes.com.sg/ticketing/1113/13187,"Sci-Fi, Fantasy",English,"M18, Sexual Scenes",137 mins,06 Mar 2025,0,98,0,4,0,2,0,4,0,108
Causeway Point,Ne-Zha-2-PG13,2025-03-09T22:30:00,https://www.cathaycineplexes.com.sg/ticketing/1102/154347,"Animation, Fantasy, Comedy",Mandarin,"PG13, Some Violence",144 mins,06 Mar 2025,0,0,0,0,0,0,0,0,0,0
Downtown East,In-the-Lost-Lands-NC16,2025-03-09T22:30:00,https://www.cathaycineplexes.com.sg/ticketing/1106/118344,"Action, Fantasy",English,"NC16, Violence",101 mins,06 Mar 2025,0,176,0,50,0,2,0,0,0,228
JEM,Nosferatu-M18,2025-03-09T22:30:00,https://www.cathaycineplexes.com.sg/ticketing/1110/201904,"Horror, Mystery",English,"M18, Nudity and Sexual Scene",132 mins,27 Feb 2025,3,123,4,28,0,0,0,0,7,151
